num_observations,rmse,mae,r
1,3.8924126866845294,3.648303458616042,-4.182313709455472
1,3.786846192478899,3.551521928518624,-4.2506075037533435
1,3.725799573214352,3.5012668922297836,-4.417977522048951
1,3.6599328597505685,3.452233711881061,-4.727463028795318
1,3.617830289402261,3.423209809302238,-5.074162950659888
1,3.6165670525197586,3.4225930120004606,-4.991932042910916
1,3.6668497376453892,3.4546956408283602,-4.49384963862172
1,3.7669732829954676,3.5187661414572684,-3.804680799546892
1,3.9668000111862414,3.6406894681457613,-2.7886616834056177
1,4.339852246040707,3.8590994508032948,-1.8119386286233263
1,4.807745266317553,4.1431028062255875,-1.278893173077249
1,5.372439560834677,4.495447077118821,-0.9289784606167866
1,5.948240641283908,4.886113278689036,-0.7800294224133877
1,6.545204835811962,5.313485441865957,-0.708016778519136
1,7.099190103958364,5.7492330769980455,-0.697495518116052
1,7.499718696604517,6.123758359992694,-0.7580924659272692
1,7.813277703088745,6.464474928120631,-0.859924277217786
1,8.119315907556684,6.811340898101598,-0.9840531023175436
1,8.410835961091541,7.163337098346279,-1.1413861255096962
1,8.70567105449737,7.5301971016939095,-1.338734446067209
1,8.987096642354896,7.8976290432233265,-1.5858213791228808
1,9.260959402252015,8.279791667164664,-1.9313819435675477
1,9.533633291467648,8.672201358197096,-2.4046182375757983
1,9.803653099380353,9.06801422369469,-3.0604644038054394
1,10.057953383630991,9.450936246294294,-3.9953424013483767
1,10.30437697360148,9.817191811847133,-5.322854146657737
1,10.502838516184124,10.107220804559182,-6.90300618558175
1,10.675139016883211,10.359573655469472,-9.039154393568468
1,10.82109666868917,10.575641211863731,-12.076764826827505
1,10.924668690425621,10.731262957742235,-15.816766817070107
1,10.987634047256366,10.829977453924997,-19.62100240219584
1,10.983123273725045,10.821904802006923,-19.038929877537612
1,10.945982901121045,10.757917421289163,-15.96188351558629
1,10.851595881069038,10.615451498566099,-12.229986334690386
1,10.712968918683869,10.423751624073926,-9.606592595684816
1,10.492786882091064,10.151729619172094,-7.829130758266594
1,10.205718690384769,9.819972484286858,-6.6169748372529495
1,9.887723364568966,9.471901947500212,-5.844384504054231
