num_observations,temp_pred,temp,residual,mag_residual
1,10.335731382290682,17.664606698710614,-7.328875316419932,7.328875316419932
1,10.282038369340297,17.408255130846115,-7.126216761505818,7.126216761505818
1,10.260536067180393,17.253376058594647,-6.992839991414254,6.992839991414254
1,10.244691855867236,17.210650797283897,-6.965958941416661,6.965958941416661
1,10.256139331945537,17.408255130846115,-7.152115798900578,7.152115798900578
1,10.306247775811316,17.89158464942397,-7.585336873612652,7.585336873612652
1,10.377033110058548,17.89158464942397,-7.514551539365421,7.514551539365421
1,10.378875181896328,17.918287937743187,-7.539412755846859,7.539412755846859
1,10.334419135580964,17.99038681620508,-7.6559676806241175,7.6559676806241175
1,10.274996575105375,17.42160677500572,-7.146610199900346,7.146610199900346
1,10.25551074555457,17.266727702754253,-7.011216957199682,7.011216957199682
1,10.259775605456015,17.477683680476083,-7.217908075020068,7.217908075020068
1,10.239432179574024,17.18394750896468,-6.944515329390654,6.944515329390654
1,10.184303410240426,16.799420157167923,-6.615116746927496,6.615116746927496
1,10.18055408413135,16.786068513008317,-6.605514428876967,6.605514428876967
1,10.175285461229615,16.700617990386817,-6.525332529157202,6.525332529157202
1,10.155831002903497,16.572442206454568,-6.416611203551071,6.416611203551071
1,10.063701965465617,15.8808270389868,-5.817125073521183,5.817125073521183
1,10.043825389882867,15.782024872205687,-5.73819948232282,5.73819948232282
1,10.03002588528103,15.63782711528191,-5.607801230000881,5.607801230000881
1,10.003893422736647,15.52567330434119,-5.521779881604543,5.521779881604543
1,10.004803072062872,15.410849164568551,-5.4060460925056795,5.4060460925056795
1,9.968042270973704,15.127794308384836,-5.159752037411131,5.159752037411131
1,9.958107120304799,15.114442664225225,-5.1563355439204255,5.1563355439204255
1,9.956697274229384,15.028992141603725,-5.072294867374341,5.072294867374341
1,9.943664737976302,15.042343785763336,-5.098679047787034,5.098679047787034
1,9.934878180794993,14.916838330663005,-4.981960149868012,4.981960149868012
1,9.924876221036474,14.775310902571142,-4.850434681534669,4.850434681534669
1,9.909404572063917,14.719233997100789,-4.809829425036872,4.809829425036872
1,9.899073446825618,14.604409857328143,-4.705336410502525,4.705336410502525
1,9.85667070526093,14.334706645304038,-4.4780359400431085,4.4780359400431085
1,9.84843448069345,14.209201190203707,-4.360766709510257,4.360766709510257
1,9.84376928910807,14.17982757305257,-4.336058283944499,4.336058283944499
