num_observations,rmse,mae,r
1,1.2400939483273397,1.2349121249322703,0.4739886481204253
1,1.2415624006918955,1.2365436160787473,0.43559438361605707
1,1.2374343451613463,1.2321949894366448,0.4023560146087567
1,1.2412344414309422,1.2368990168727192,0.34124535119073107
1,1.235890852948805,1.2306601832619228,0.2911566106902538
1,1.2311780483006596,1.2248360579144417,0.30559064462891183
1,1.2242564708065,1.2163885370802947,0.38759975150642567
1,1.2112031083093766,1.1992279432815374,0.5032779790172264
1,1.2054864720820135,1.1921189264229406,0.6501113163889674
1,1.1919979403234169,1.1751616177183988,0.787867622144929
1,1.1755202707949095,1.1541916164598598,0.8637610416060011
1,1.2267303212631273,1.1916736433916006,0.8994267461242614
1,1.2454984506190294,1.2072021065034337,0.9219565419921495
1,1.2568159313070424,1.2169615297463303,0.9370219801080433
1,1.2740692068442316,1.2319164783940626,0.9453264765579135
1,1.252197864815622,1.1965964440214538,0.9509885351627123
1,1.22657852730237,1.1494841507435365,0.9541626546793928
1,1.1994583789906426,1.1003698640966837,0.9567003108793496
1,1.1676440717850236,1.0472988836509216,0.9587297009233217
1,1.1362003262497338,0.9979421945435144,0.9601630367444759
1,1.1044806958372095,0.9489807440311565,0.9609450615814884
1,1.0674578385239781,0.8966103272250454,0.9610540852384115
1,1.0295452644560104,0.8425669092489046,0.9602952536334648
1,0.9924949341338909,0.7910538469941187,0.9583843737749118
1,0.9548120675001562,0.7412047642858718,0.9549824533225213
1,0.9199369292959751,0.6912159728741949,0.9496051921888731
1,0.8950189891780852,0.6628027343650195,0.9426090458938523
1,0.8692191963355524,0.6329228429529545,0.9334407112233559
1,0.8484382914851977,0.6094144246087294,0.9196106936324723
1,0.8392173998752605,0.599766140923573,0.9007627064532511
1,0.8218786348360986,0.5821699205799407,0.8846236537023278
1,0.828736347276413,0.5880056547909901,0.8859078976131669
1,0.8406130414694586,0.5999388643466876,0.8999638906611984
1,0.8418002966040155,0.6015091239454278,0.9203858394299465
1,0.8457529210375692,0.6057129531576105,0.9338936451176522
1,0.8114311326635194,0.5904326537494515,0.9471993124632138
1,0.7493374819327899,0.5569779844439636,0.9589370404303825
1,0.7058900573935396,0.532815419620246,0.9651168324268078
1,0.662395855549367,0.5102639290865187,0.9687783574699423
1,0.6445375585718733,0.5058345694995573,0.9698931025824981
1,0.6703747263479347,0.5391917894822792,0.9684057372807904
1,0.6963466667826983,0.5717235847455405,0.9660019306669874
1,0.7248688604394329,0.6101640544172413,0.9624835372766776
1,0.752082792134411,0.6480388972730348,0.9580613163566928
1,0.7752368883743715,0.6829918846202934,0.9522098180758047
1,0.7913284654802551,0.7079669767081475,0.9460366571563652
1,0.8191638972930609,0.7453045553833049,0.9367621770232234
1,0.8418105562570588,0.7828020509251382,0.9293353827845579
1,0.859155346714959,0.8148189165760831,0.9205374189486524
1,0.8870198209853083,0.8511521010714869,0.9243855146800455
1,0.8966347858394161,0.8698614244259686,0.933004953468682
1,0.9018555542944866,0.8747716629752897,0.941350535747047
1,0.9002256092984914,0.869961723161157,0.9457300153293736
1,0.8957064648484686,0.8618937650479551,0.9497259715371557
1,0.8876044513948972,0.8468904330384306,0.9536598750684271
1,0.8725124818164034,0.8262234193354712,0.9576684974743414
1,0.8493973671917152,0.7930102612500883,0.9611090576716623
1,0.8302211712608161,0.7664052416948797,0.9633637430823884
1,0.8123925499746677,0.7409520056668953,0.9650371350822531
1,0.7934927388667128,0.7157245988522236,0.9662768642019396
1,0.7695906562348697,0.6857320338792624,0.9670719613501753
1,0.748241743370275,0.655026326347217,0.9668011601211786
1,0.7205864939607628,0.616209068111656,0.9661648235131822
1,0.6916429502208209,0.5799939626724838,0.9645524699311742
1,0.6563623515245547,0.5426863609843405,0.9618750752210163
1,0.6362036218178305,0.5208940339879183,0.9565410015229442
1,0.6098636443684551,0.49795545182122347,0.9510750421421841
1,0.5878116820125933,0.47958401469807727,0.9435627271781128
1,0.5608404859590405,0.4603535286351087,0.9362019697698735
1,0.5408246984542995,0.44533371612223105,0.9310849978826333
1,0.5203326787498798,0.4302101405299989,0.934730761830801
1,0.48314247155572665,0.40521627171547336,0.9474181484079802
1,0.4605467471285863,0.38968740023428794,0.9571464742334047
1,0.40219830114066196,0.35782664284386223,0.9688713716427261
1,0.4043666317390264,0.3593031757124675,0.9691278385907905
1,0.38832327972886754,0.35091567246597694,0.969213280496824
1,0.4118287030451963,0.3714128889727403,0.9648228146018808
1,0.4286642731145525,0.38442673889130985,0.9626515830865858
1,0.4503171459673423,0.40182618684582044,0.9591598329264333
1,0.4751767703506441,0.4229534115783134,0.9549365700980865
1,0.4979016874912186,0.44312336668099805,0.9503037095549581
1,0.5205835408592921,0.46567724870257055,0.9440609449476112
1,0.5428363276756758,0.4871668358415785,0.9345052769676269
1,0.5693034364717822,0.5137195260150852,0.9199533677316688
1,0.5952415084338147,0.5386268917284479,0.8986060225139949
1,0.6209155962459078,0.5682404981540216,0.8649921098761024
1,0.6422751573925535,0.5975830351621989,0.8114297166354414
1,0.6626311675315206,0.6286210331610502,0.7133749226465624
1,0.6851464154987125,0.655731969306438,0.5949409221688284
1,0.7022777141980199,0.6788783378032679,0.4216076773308992
1,0.7175167412870815,0.6975406777115637,0.15006448428946206
1,0.7323851116796591,0.7126681871103053,-0.1871833376949097
1,0.7445653573962108,0.7263815386743364,-0.538456064037026
1,0.7538096140170865,0.7365851312423237,-0.8240481700403086
1,0.7651306838359735,0.7491986834633476,-0.9998634866377252
1,0.7789470586377661,0.7663435289911168,-0.9580331762341778
1,0.7845875260084165,0.773291225377425,-0.8255562398998819
1,0.7997130494684632,0.7936801477890054,-0.8804183902299663
1,0.8112981908413962,0.8078179251178501,-0.8796361540534281
1,0.8250255870212699,0.8219448925474347,-0.7942773954426054
2,1.2888852491891418,1.28639393130105,0.4317827064078872
2,1.2865758546845496,1.2840673745462587,0.39392688959042577
2,1.2783454469777118,1.2755202015075942,0.3621850720424322
2,1.2789341050129326,1.2765016240992186,0.300621310438526
2,1.2719140923574883,1.2685141968380684,0.24923223767273495
2,1.263421427330521,1.2588174159206462,0.26874253510440893
2,1.2551724654764735,1.249371915488857,0.3562794862845202
2,1.240312772779244,1.2315261153366919,0.4791149502444414
2,1.2340618635028846,1.2243370461314993,0.6333268774085498
2,1.2196991209539425,1.207276314347896,0.7778934471504977
2,1.2018649110843904,1.1854432084169035,0.857586099445048
2,1.2439913782187628,1.2171104946744924,0.8965765449383256
2,1.2545910702230156,1.2258363389066083,0.9208128878607786
2,1.2588240711860796,1.229175469103783,0.9368205668288397
2,1.2692710807306251,1.2382430513880414,0.9457375005317967
2,1.2452639451556031,1.2011360191054383,0.9515298244427951
2,1.2192168595405966,1.1536576604997462,0.9547112158677271
2,1.1908218213520552,1.1026376347904074,0.9573216145262661
2,1.1580532592378723,1.050078882612536,0.9594048897642229
2,1.1262683940495466,0.9992570838044257,0.9608564509516431
2,1.093678378555392,0.9506720500488209,0.9617052753744454
2,1.0569316311541925,0.9001946720573174,0.9618183899013732
2,1.0189609599227938,0.8460726149809843,0.9611074315006165
2,0.9828606349402497,0.7938860981331498,0.9591883908038062
2,0.9454583357610479,0.7449211862130389,0.9558601538102552
2,0.910843660779689,0.6958754247490696,0.9505965398855105
2,0.8863840925984846,0.6688038313202612,0.9437110882465118
2,0.8603842342838104,0.6402497547318731,0.934786885480107
2,0.8395862712957806,0.6183327656561187,0.9212793961360898
2,0.8306596433117797,0.6096384138082266,0.9027762933412885
2,0.8129290449116271,0.5929449259455879,0.8871226821809337
2,0.8239429275463045,0.6012318554214955,0.8872239005224473
2,0.8394979028152505,0.614685756046504,0.9002291259935555
2,0.8443099494108517,0.6190140655922187,0.9199104256310442
2,0.8517295824107386,0.6260263284083801,0.9329560395995458
2,0.8264587199961158,0.6167347412550904,0.9452254804089246
2,0.7835758910035521,0.593337397295819,0.9550988499521059
2,0.757876911973113,0.5789514434522223,0.9597895310174626
2,0.734249409348878,0.5657189376404945,0.961637425428503
2,0.7305749354537939,0.568632958122404,0.9613188764630398
2,0.7597170110950698,0.6068595388692871,0.9594233058272074
2,0.7901060034802523,0.645476735205095,0.9562302590275009
2,0.8219302979217642,0.6884084070973161,0.9517638123054608
2,0.8543047474319494,0.7331336939902243,0.9458860631636228
2,0.8832531522142856,0.7751447943001678,0.9379645100751222
2,0.9043593863802681,0.8066162101932589,0.9295197608233724
2,0.9347831323198083,0.8493213366471541,0.9176512449764899
2,0.9579056839014931,0.8901105581233496,0.9085004883269012
2,0.9772617451367238,0.9271525483810698,0.8971886479622484
2,1.0013530665756127,0.9627774725594453,0.9036364444898862
2,1.009329675576289,0.9803777484278211,0.9151058801460517
2,1.0122245140178454,0.98336435944005,0.9261171257605687
2,1.0092246212376588,0.9748198069294777,0.9317924191857301
2,1.0016667651960305,0.9586022543563348,0.9371277796600388
2,0.9914081989552096,0.9363839674879989,0.9421872977315595
2,0.971780059934184,0.906355476822193,0.9474882667026853
2,0.9440275009169679,0.8638283040894098,0.9519607810838285
2,0.9189800819090426,0.8273080805578179,0.9551114388372487
2,0.8957868771650094,0.7919308196195239,0.9574906425886487
2,0.8710931885946727,0.757036921225676,0.9593583554536985
2,0.841746399451113,0.7178494336981881,0.960607927985593
2,0.8154843724358104,0.6773720473211199,0.960566045869357
2,0.7825889099041465,0.6341133496135285,0.9600916668600596
2,0.7512617971615123,0.597798577521645,0.9581780113299802
2,0.7125238492203729,0.5606393951604601,0.9550716487197948
2,0.6893271567417284,0.5382659867704555,0.9489802629501427
2,0.6606020733859858,0.5151779040010307,0.9425956457542677
2,0.635094944102009,0.4961543627388865,0.9341179803057899
2,0.603420536220424,0.4754760104783084,0.926146900101412
2,0.5800582789774726,0.4601528716568846,0.920723585514198
2,0.5571387725442141,0.4451257382755747,0.925170454798251
2,0.5217325960698718,0.42329291278505615,0.9386829315214251
2,0.501833945548465,0.41061219756514117,0.9491185837935645
2,0.4513494472725544,0.383294278055765,0.9607982593886742
2,0.4588128315558214,0.38849567316911565,0.9602545401839542
2,0.45277194983851826,0.38479716973033795,0.9581461331831171
2,0.4763844446956148,0.40570642818506436,0.9529301290593128
